

 Oracle,service, Zenedge,With Zenedge Oracle gets a security service to add it to its growing cloud play and a company which shares its focus on automation. Zenedge software can also be run in the cloud on-prem or across hybrid environments.

 OpenText,acquire, Hightail,OpenText will acquire Hightail's existing user base of more than 5 million as well as the filesharing technology.

 AT&T Inc,buy, Time Warner,1. AT&T Inc buys Time Warner

 AT&T Inc,buy, Time Warner,1. AT&T Inc buys Time Warner

 Wipro,acquire, Health - Plan Services,7. Wipro acquired Health-Plan Services 

 Wipro,acquire, Health - Plan Services,7. Wipro acquired Health-Plan Services 

 Apple AAPL,acquire, Shazam,Recently iPhone maker Apple AAPL confirmed that it has acquired Shazam for $400 million a company that lets users identify songs movies TV shows and commercials from short audio clips. The tech giant will be able to use Shazam to boost Apple Music. It also hopes to integrate Shazam more deeply into iOS and utilize the app's augmented reality technology to improve its ARKit efforts.

 Samsung Electronics,acquire, LoopPay,13. Samsung Electronics acquires LoopPay.

 Samsung Electronics,acquire, LoopPay,13. Samsung Electronics acquires LoopPay.

 Northwestern Mutual,acquire, LearnVest,12. Northwestern Mutual acquires LearnVest.

 Northwestern Mutual,acquire, LearnVest,12. Northwestern Mutual acquires LearnVest.

 Amazon,acquire, Elemental Technologies,10. Amazon acquires Elemental Technologies.

 Amazon,acquire, Elemental Technologies,10. Amazon acquires Elemental Technologies.

 AxelSpringer,acquire, Business Insider,8. AxelSpringer acquires Business Insider.

 AxelSpringer,acquire, Business Insider,8. AxelSpringer acquires Business Insider.

 NeuStar,acquire, MarketShare,5.  NeuStar acquires MarketShare.

 NeuStar,acquire, MarketShare,5.  NeuStar acquires MarketShare.

 Hitachi Data Systems,acquire, Pentaho,4. Hitachi Data Systems acquires Pentaho.

 Hitachi Data Systems,acquire, Pentaho,4. Hitachi Data Systems acquires Pentaho.

 Adobe,acquire, Fotolia,2. Adobe acquires Fotolia.

 Adobe,acquire, Fotolia,2. Adobe acquires Fotolia.

 EMC,acquire, Virtustream,1. EMC acquires Virtustream.

 EMC,acquire, Virtustream,1. EMC acquires Virtustream.

 Noble Energy ’s,acquisition, Rosetta Resources,Noble Energy’s completed $3.9bn acquisition of Rosetta Resources in July with legal advice from Skadden Arps Slate Meagher & Flom and financial advice from Petrie Partners Securities.

 Alcoa,acquire, RTI International Metals,Alcoa a lightweight metals technology firm based in the US acquired RTI International Metals for $1.5bn in July under the terms of a merger agreement signed in March. Integrated under Alcoa's downstream Engineered Products and Solutions (EPS) division RTI International Metals is now known as Alcoa Titanium & Engineered Products (ATEP).

 Alcoa,acquire, RTI International Metals,Alcoa a lightweight metals technology firm based in the US acquired RTI International Metals for $1.5bn in July under the terms of a merger agreement signed in March. Integrated under Alcoa's downstream Engineered Products and Solutions (EPS) division RTI International Metals is now known as Alcoa Titanium & Engineered Products (ATEP).


